"","X","ID","Dead","Age","Gender","Race","Class","Major1","Major2","Minor1","Minor2","Position","Profession","Industry","City","State","loc","Nurse","lon","lat"
"439",7549,494621,0,"38","Female","White",2008,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Jamaica Plain","MA","Jamaica Plain, MA",1,-71.1151431,42.3097365
"440",7550,715272,0,"33","Female","Black or African American",2008,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Quincy","MA","Quincy, MA",1,-71.0022705,42.2528772
"441",7551,809836,0,"33","Female","White",2008,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","South Weymouth","MA","South Weymouth, MA",1,-70.9494899,42.1751002
"442",7552,812480,0,"33","Female","White",2008,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Milford","CT","Milford, CT",1,-73.064036,41.2306979
"443",7553,861896,0,"32","Female","",2008,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Chesapeake","VA","Chesapeake, VA",1,-76.2874927,36.7682088
"444",7554,949357,0,"33","Female","White",2008,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Canton","MA","Canton, MA",1,-71.1447732,42.1584324
"445",7555,955113,0,"33","Female","White",2008,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"446",7556,960886,0,"32","Female","White",2008,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Studio City","CA","Studio City, CA",1,-118.3870991,34.1395597
"447",7557,963601,0,"32","Female","White",2008,"Sociology","","","","Registered Nurse","","Healthcare/Medical Services","Jamaica Plain","MA","Jamaica Plain, MA",1,-71.1151431,42.3097365
"448",7558,1151846,0,"38","Female","White",2008,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Newtonville","MA","Newtonville, MA",1,-71.2072321,42.3467771
"449",7559,711976,0,"44","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Medford","MA","Medford, MA",1,-71.1061639,42.4184296
"450",7560,808701,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Bloomfield","CT","Bloomfield, CT",1,-72.7300945,41.826488
"451",7561,945369,0,"33","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"452",7562,949075,0,"32","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Natick","MA","Natick, MA",1,-71.3468091,42.2775281
"453",7563,949804,0,"32","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Southborough","MA","Southborough, MA",1,-71.5245087,42.3056501
"454",7564,952954,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Brighton","MA","Brighton, MA",1,-71.1626756,42.3463503
"455",7565,955302,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","North Haven","CT","North Haven, CT",1,-72.8595447,41.3909139
"456",7566,957808,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Watertown","MA","Watertown, MA",1,-71.1828321,42.3709299
"457",7567,959503,0,"32","Female","White",2009,"Biochemistry","","","","Registered Nurse","","Healthcare/Medical Services","Belmont","MA","Belmont, MA",1,-71.1776114,42.3956405
"458",7568,961482,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Washington","DC","Washington, DC",1,-77.0368707,38.9071923
"459",7569,961820,0,"31","Female","Black or African American",2009,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Baltimore","MD","Baltimore, MD",1,-76.6121893,39.2903848
"460",7570,963239,0,"33","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Marshfield","MA","Marshfield, MA",1,-70.7055871,42.0917453
"461",7571,971082,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Brooklyn","NY","Brooklyn, NY",1,-73.9441579,40.6781784
"462",7572,974570,0,"32","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Chester","NH","Chester, NH",1,-71.2572846,42.9567525
"463",7573,993916,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Rochester","NY","Rochester, NY",1,-77.6088465,43.1565779
"464",7574,1014591,0,"32","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Hooksett","NH","Hooksett, NH",1,-71.4651283,43.0967213
"465",7575,1016298,0,"32","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Austin","TX","Austin, TX",1,-97.7430608,30.267153
"466",7576,1017162,0,"32","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"467",7577,1020328,0,"32","Female","White",2009,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Malden","MA","Malden, MA",1,-71.066163,42.4250964
"468",7578,1024502,0,"33","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Jamaica Plain","MA","Jamaica Plain, MA",1,-71.1151431,42.3097365
"469",7579,1024578,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","San Diego","CA","San Diego, CA",1,-117.1610838,32.715738
"470",7580,1025767,0,"33","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Barrington","NH","Barrington, NH",1,-71.0470077,43.2228599
"471",7581,1028421,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","West Hartford","CT","West Hartford, CT",1,-72.7420151,41.7620842
"472",7582,1028747,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Corinth","ME","Corinth, ME",1,-68.9991802,44.9861321
"473",7583,1029881,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","West Hartford","CT","West Hartford, CT",1,-72.7420151,41.7620842
"474",7584,1031118,0,"32","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Fairport","NY","Fairport, NY",1,-77.4419378,43.0986742
"475",7585,1036175,0,"33","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Holden","MA","Holden, MA",1,-71.8634062,42.3517585
"476",7586,1039324,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Auburn","ME","Auburn, ME",1,-70.2311655,44.0978509
"477",7587,1039639,0,"32","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Mattapoisett","MA","Mattapoisett, MA",1,-70.8150742,41.6616323
"478",7588,1045399,0,"39","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Hadley","MA","Hadley, MA",1,-72.5884222,42.3417565
"479",7589,1142378,0,"46","Female","Latino/a or Hispanic",2009,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
"480",7590,1144414,0,"32","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Portland","OR","Portland, OR",1,-122.6793461,45.5154586
"481",7591,1152082,0,"41","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Bridgewater","MA","Bridgewater, MA",1,-70.9750541,41.9903519
"482",7592,1156799,0,"46","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Statesville","NC","Statesville, NC",1,-80.8872959,35.7826363
"483",7593,1156925,0,"32","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Bridgewater","CT","Bridgewater, CT",1,-73.3662305,41.5350949
"484",7594,1157625,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Derry","NH","Derry, NH",1,-71.3273346,42.8806437
"485",7595,1162141,0,"32","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Morris Plains","NJ","Morris Plains, NJ",1,-74.4818698,40.8395922
"486",7596,1167142,0,"36","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Duxbury","MA","Duxbury, MA",1,-70.6722767,42.0417525
"487",7597,1171924,0,"34","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Winchester","MA","Winchester, MA",1,-71.1369959,42.452303
"488",7598,1172186,0,"56","Female","White",2009,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Wakefield","MA","Wakefield, MA",1,-71.0723391,42.5039395
"489",7599,1276368,0,"59","Female","White",2009,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","West Barnstable","MA","West Barnstable, MA",1,-70.3740112,41.7064404
"490",7600,949008,0,"36","Female","Latino/a or Hispanic",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Stoneham","MA","Stoneham, MA",1,-71.0999719,42.4802469
"491",7601,988184,0,"31","Female","White",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Santa Clara","CA","Santa Clara, CA",1,-121.9552356,37.3541079
"492",7602,1028116,0,"31","Female","White",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"493",7603,1030517,0,"30","Female","White",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","East Weymouth","MA","East Weymouth, MA",1,-70.9410356,42.2180724
"494",7604,1105672,0,"31","Female","White",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Florham Park","NJ","Florham Park, NJ",1,-74.3882072,40.787878
"495",7605,1139657,0,"31","Female","White",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Wilmington","VT","Wilmington, VT",1,-72.8714468,42.8683889
"496",7606,1143605,0,"30","Female","White",2010,"Public Health","Women's and Gender Studies","","","Registered Nurse","","Healthcare/Medical Services","Brattleboro","VT","Brattleboro, VT",1,-72.5578678,42.8509152
"497",7607,1143706,0,"31","Female","White",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","San Diego","CA","San Diego, CA",1,-117.1610838,32.715738
"498",7608,1143907,0,"30","Female","White",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Methuen","MA","Methuen, MA",1,-71.1908924,42.7262016
"499",7609,1144969,0,"30","Female","Asian",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Dorchester Center","MA","Dorchester Center, MA",1,-71.0717173,42.2917651
"500",7610,1147884,0,"30","Female","White",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Forestdale","MA","Forestdale, MA",1,-70.4994721,41.6917744
"501",7611,1153359,0,"30","Female","White",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","South Dartmouth","MA","South Dartmouth, MA",1,-70.9431633,41.591251
"502",7612,1253039,0,"51","Female","White",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Hull","MA","Hull, MA",1,-70.9078346,42.3020647
"503",7613,1276883,0,"35","Female","White",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"504",7614,1306430,0,"34","Female","White",2010,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"505",7615,1318067,0,"37","Female","White",2010,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Plainville","MA","Plainville, MA",1,-71.3328331,42.0042655
"506",7616,1327537,0,"37","Female","White",2010,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Cambridge","MA","Cambridge, MA",1,-71.1097335,42.3736158
"507",7617,504697,0,"51","Female","Black or African American",2011,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Stoughton","MA","Stoughton, MA",1,-71.1092012,42.1229099
"508",7618,1018744,0,"30","Female","White",2011,"Nursing","","","","registered Nurse","","Healthcare/Medical Services","Marshfield","MA","Marshfield, MA",1,-70.7055871,42.0917453
"509",7619,1045350,0,"29","Female","White",2011,"Biology","","","","Registered Nurse","","Healthcare/Medical Services","Revere","MA","Revere, MA",1,-71.0119948,42.4084302
"510",7620,1133466,0,"48","Female","",2011,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Arlington","MA","Arlington, MA",1,-71.1564729,42.4153925
"511",7621,1139689,0,"30","Female","White",2011,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","San Francisco","CA","San Francisco, CA",1,-122.4194155,37.7749295
"512",7622,1150040,0,"31","Female","White",2011,"Public Health","","Psychology","","Registered Nurse","","Healthcare/Medical Services","Charlestown","MA","Charlestown, MA",1,-71.0602131,42.3782065
"513",7623,1159974,0,"29","Female","White",2011,"Nursing","","Biology","","Registered Nurse","","Healthcare/Medical Services","Salem","NH","Salem, NH",1,-71.2008912,42.7885553
"514",7624,1161444,0,"29","Female","White",2011,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Dorchester","MA","Dorchester, MA",1,-71.067605,42.3016305
"515",7625,1209334,0,"30","Female","Multi-Racial",2011,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Dedham","MA","Dedham, MA",1,-71.1676536,42.2436085
"516",7626,1210555,0,"29","Female","White",2011,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Saugus","MA","Saugus, MA",1,-71.0110473,42.4651421
"517",7627,1211102,0,"29","Female","White",2011,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"518",7628,1216677,0,"30","Female","White",2011,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Lynn","MA","Lynn, MA",1,-70.9494938,42.466763
"519",7629,1216995,0,"29","Female","White",2011,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Windsor Locks","CT","Windsor Locks, CT",1,-72.6454469,41.9242917
"520",7630,1255187,0,"29","Female","White",2011,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Rochester","NH","Rochester, NH",1,-70.9756186,43.304526
"521",7631,1317307,0,"40","Female","",2011,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Mansfield","MA","Mansfield, MA",1,-71.2190578,42.0334565
"522",7632,1323843,0,"41","Female","",2011,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"523",7633,1335466,0,"29","Female","White",2011,"Nursing","","Psychology","","Registered Nurse","","Healthcare/Medical Services","Charlestown","MA","Charlestown, MA",1,-71.0602131,42.3782065
"524",7634,1336972,0,"39","Female","White",2011,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Kingston","MA","Kingston, MA",1,-70.7284785,41.9932752
"525",7635,1342615,0,"36","Female","",2011,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Plymouth","MA","Plymouth, MA",1,-70.6672621,41.9584457
"526",7636,1404638,0,"31","Female","White",2011,"Nutrition and Dietetics","Psychology","","","Registered Nurse","","Healthcare/Medical Services","Brighton","MA","Brighton, MA",1,-71.1626756,42.3463503
"527",7637,457422,0,"38","Female","",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Sharon","MA","Sharon, MA",1,-71.1786237,42.1236499
"528",7638,581450,0,"36","Female","",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Auburn","MA","Auburn, MA",1,-71.8356271,42.1945385
"529",7639,961431,0,"47","Female","",2012,"Nursing","","","","Registered Nurse","Nurse","Healthcare/Medical Services","Newtonville","MA","Newtonville, MA",1,-71.2072321,42.3467771
"530",7640,1011483,0,"31","Female","",2012,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
