ID,Dead, Age ,Gender,Race,Class,Major1,Major2,Minor1,Minor2,Position,Profession,Industry,City,State
235217,,45,Female,White,1996,Biology,,,,Physical therapist,,Health/Fitness,Halifax,MA
713304,,34,Female,White,2007,Health Science and Physical Therapy,,,,Physical Therapist,,Health/Fitness,Cranston,RI
705801,,32,Female,White,2008,Health Science and Physical Therapy,,,,Physical Therapist,,Health/Fitness,Glastonbury,CT
950518,,32,Female,White,2009,Health Science and Physical Therapy,,,,Physical Therapist,,Health/Fitness,Plaistow,NH
1255881,,35,Female,White,2010,Health Science and Physical Therapy,,,,Physical Therapist,,Health/Fitness,Vineyard Haven,MA
1165107,,30,Female,White,2011,Exercise Science,,,,Physical Therapist,,Health/Fitness,Attleboro,MA
1214066,,29,Female,White,2011,Exercise Science,,,,Physical Therapist,,Health/Fitness,Sandy,UT
1321601,,28,Female,White,2012,Exercise Science,,,,Physical Therapist,,Health/Fitness,Danvers,MA
1407057,,28,Female,Unknown/International,2013,Exercise Science,,,,Physical Therapist,,Health/Fitness,Chelmsford,MA
1442591,,27,Female,White,2013,Exercise Science,,,,Physical Therapist,,Health/Fitness,Peabody,MA
1396254,,27,Female,Asian,2014,Exercise Science,,,,Physical Therapist,,Education - Higher,Ashland,MA
10013682,,45,Female,,1960,Physical Therapy,,,,Physical Therapist,,,Plymouth,MA
10018215,,45,Female,,1960,Physical Therapy,,,,Physical Therapist,,,Warrington,PA
10000475,,46,Female,,1961,Science,,,,Physical Therapist,,,Santa Rosa,CA
10039517,,46,Female,,1963,Physical Therapy,Science,,,Physical Therapist,,,Oakland,CA
10024394,,46,Female,,1964,Physical Therapy,,,,Physical Therapist,,,Larchmont,NY
10008247,,47,Female,,1965,Physical Therapy,,,,Physical Therapist,,,Andover,MA
10005325,,47,Female,,1966,Physical Therapy,Science,,,Physical Therapist,,,Old Lyme,CT
10007257,,47,Female,,1966,Physical Therapy,,,,Physical Therapist,,,Albany,CA
10032287,,47,Female,,1966,Physical Therapy,,,,Physical Therapist,,,Havertown,PA
10003413,,48,Female,,1968,Physical Therapy,,,,Physical Therapist,,,Schwenksville,PA
10042493,,48,Female,,1968,Physical Therapy,,,,Physical Therapist,,,Marblehead,MA
10008299,,48,Female,White,1969,Physical Therapy,,,,Physical Therapist,,,Ann Arbor,MI
10019809,,48,Female,White,1969,Physical Therapy,,,,Physical Therapist,,,Bradenton,FL
10038875,,48,Female,,1969,Physical Therapy,,,,Physical Therapist,,,Danvers,MA
10042984,,48,Female,,1969,Physical Therapy,,,,Physical Therapist,,,Waltham,MA
10011509,,49,Female,White,1970,Physical Therapy,,,,Physical Therapist,,,Cambridge,MA
10035854,,49,Female,,1970,Physical Therapy,,,,Physical Therapist,,,Clancy,MT
10036385,,49,Female,,1970,Physical Therapy,,,,Physical Therapist,,,Apex,NC
10040781,,49,Female,White,1970,Physical Therapy,,,,Physical Therapist,,,Saint Paul,MN
10036496,,49,Female,White,1971,Physical Therapy,,,,Physical Therapist,,,Lakewood Ranch,FL
10001772,,71,Female,Black or African American,1973,Physical Therapy,,,,Physical Therapist,,,Greensboro,NC
10006898,,,Female,,1973,Physical Therapy,,,,Physical Therapist,,,Princeton,MA
10007059,,67,Female,White,1973,Physical Therapy,,,,Physical Therapist,,,Pittsboro,NC
10030993,,67,Female,,1973,Physical Therapy,,,,Physical Therapist,,,Carson City,NV
10031096,,67,Female,White,1973,Physical Therapy,,,,Physical Therapist,,,N Weymouth,MA
10003374,,67,Female,,1974,Physical Therapy,,,,Physical Therapist,,,Scarborough,ME
10010017,,66,Female,,1974,Physical Therapy,,,,Physical Therapist,,,Duxbury,MA
10001788,,67,Female,,1975,Physical Therapy,,,,Physical Therapist,,,South Dartmouth,MA
10008694,,,Female,,1975,Physical Therapy,,,,Physical Therapist,,,Andover,MA
10014367,,,Female,,1975,Physical Therapy,,,,Physical Therapist,,,Aiken,SC
10032971,,,Female,,1975,Physical Therapy,,,,Physical Therapist,,,Wells,ME
10045582,,,Female,White,1975,Physical Therapy,,,,Physical Therapist,,,Gardner,MA
10020073,,,Female,,1976,Physical Therapy,,,,Physical Therapist,,,Natick,MA
10024162,,65,Female,,1976,Physical Therapy,,,,Physical Therapist,,,Vinalhaven,ME
10028958,,64,Female,,1976,Physical Therapy,,,,Physical Therapist,,,Amesbury,MA
10037137,,,Female,,1976,Physical Therapy,,,,Physical Therapist,,,Downingtown,PA
10040883,,64,Female,,1976,Physical Therapy,,,,Physical Therapist,,,Incline Village,NV
10041777,,65,Female,,1976,Physical Therapy,,,,Physical Therapist,,,Needham,MA
10000318,,63,Female,,1977,Physical Therapy,,,,Physical Therapist,,,Bolton,MA
10002293,,63,Female,,1977,Physical Therapy,,,,Physical Therapist,,,North Falmouth,MA
10011051,,63,Female,,1977,Physical Therapy,,,,Physical Therapist,,,Buzzards Bay,MA
10011872,,65,Female,White,1977,Physical Therapy,,,,Physical Therapist,,,Queensbury,NY
10017198,,63,Female,,1977,Physical Therapy,,,,Physical Therapist,,,Bellevue,WA
10022132,,,Female,Black or African American,1977,Biology,,,,Physical Therapist,,,Millersville,MD
10025842,,63,Female,,1977,Physical Therapy,,,,Physical Therapist,,,Manchester,MA
10038444,,63,Female,,1977,Physical Therapy,,,,Physical Therapist,,,Olympia,WA
10040338,,63,Female,,1977,Physical Therapy,,,,Physical Therapist,,,Bath,ME
10000789,,,Female,White,1978,Physical Therapy,,,,Physical Therapist,,,Joshua Tree,CA
10003403,,,Female,White,1978,Physical Therapy,,,,Physical Therapist,,,Deland,FL
10010376,,,Female,,1978,Physical Therapy,,,,Physical Therapist,,,Richmond,VA
10010923,,63,Female,White,1978,Physical Therapy,,,,Physical Therapist,,,Chestnut Hill,MA
10021844,,63,Female,,1978,Physical Therapy,,,,Physical Therapist,,,Buena Vista,CO
10026343,,62,Female,,1978,Physical Therapy,,,,Physical Therapist,,,Wilmington,MA
10027883,,,Female,,1978,Physical Therapy,,,,Physical Therapist,,,Bedford,MA
10031283,,62,Female,,1978,Physical Therapy,,,,Physical Therapist,,,Mansfield,MA
10032299,,,Female,,1978,Physical Therapy,,,,Physical Therapist,,,Hanover,MA
10032764,,62,Female,,1978,Physical Therapy,,,,Physical Therapist,,,Rockport,ME
10026550,,61,Female,,1979,Physical Therapy,,,,Physical Therapist,,,Lexington,MA
10027447,,,Female,,1979,Physical Therapy,,,,Physical Therapist,,,Bend,OR
10028219,,63,Female,,1979,Physical Therapy,,,,Physical Therapist,,,Irvine,CA
10028923,,62,Female,,1979,Physical Therapy,,,,Physical Therapist,,,Madison,CT
10038549,,39,Female,Black or African American,1979,Physical Therapy,,,,Physical Therapist,,,Lilburn,GA
10054503,,62,Female,White,1979,Physical Therapy,,,,Physical Therapist,,,Plainsboro,NJ
10057729,,61,Female,,1979,Physical Therapy,,,,Physical Therapist,,,Wethersfield,CT
10057736,,62,Female,,1979,Physical Therapy,,,,Physical Therapist,,,North Reading,MA
10050291,,60,Female,,1980,Physical Therapy,,,,Physical Therapist,,,Scituate,MA
10051620,,60,Female,,1980,Physical Therapy,,,,Physical Therapist,,,Framingham,MA
10051822,,60,Female,,1980,Physical Therapy,,,,Physical Therapist,,,Hanover,MA
10052532,,60,Female,,1980,Physical Therapy,,,,Physical Therapist,,,Milwaukee,WI
10053331,,61,Female,,1980,Physical Therapy,,,,Physical Therapist,,,New Ulm,MN
10054857,,61,Female,White,1980,Physical Therapy,,,,Physical Therapist,,,Portland,ME
10057808,,,Female,,1980,Physical Therapy,,,,Physical Therapist,,,Methuen,MA
10013335,,59,Female,,1981,Physical Therapy,,,,Physical Therapist,,,Rockport,MA
10019254,,60,Female,,1981,Physical Therapy,,,,Physical Therapist,,,Eliot,ME
10046064,,59,Female,White,1981,Physical Therapy,,,,Physical Therapist,,,Waitsfield,VT
10048592,,59,Female,,1981,Physical Therapy,,,,Physical Therapist,,,Norfolk,MA
10048736,,61,Female,,1981,Physical Therapy,,,,Physical Therapist,,,Canton,MA
10048781,,59,Female,White,1981,Physical Therapy,,,,Physical Therapist,,,Pembroke,MA
10049532,,59,Female,,1981,Physical Therapy,,,,Physical Therapist,,,Stuart,FL
10049737,,60,Female,,1981,Physical Therapy,,,,Physical Therapist,,,Shawnee Mission,KS
10052409,,60,Female,,1981,Physical Therapy,,,,Physical Therapist,,,Stoughton,MA
105661,,59,Female,White,1982,Physical Therapy,,,,Physical Therapist,,,Longmeadow,MA
10008846,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,Rutland,VT
10024977,,58,Female,White,1982,,,,,Physical Therapist,,,Deer Isle,ME
10026064,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,Portland,ME
10042267,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,Hollis Center,ME
10047081,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,Leominster,MA
10047380,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,Norwich,VT
10047394,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,Boylston,MA
10047644,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,North Falmouth,MA
10048747,,57,Female,,1982,Physical Therapy,,,,Physical Therapist,,,East Windsor,NJ
10048936,,59,Female,,1982,Physical Therapy,,,,Physical Therapist,,,South Easton,MA
10049588,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,Mashpee,MA
10049746,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,Los Alamitos,CA
10049762,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,Newburyport,MA
10050168,,58,Female,White,1982,Physical Therapy,,,,Physical Therapist,,,Westborough,MA
10051189,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,Danvers,MA
10052691,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,Southbury,CT
10053611,,58,Female,Black or African American,1982,Physical Therapy,,,,Physical Therapist,,,Midlothian,VA
10054634,,58,Female,,1982,Physical Therapy,,,,Physical Therapist,,,Olney,MD
98663,,57,Female,White,1983,Physical Therapy,,,,Physical Therapist,,,Hudson,NH
10031153,,57,Female,,1983,Physical Therapy,,,,Physical Therapist,,,Freeport,ME
10048221,,57,Female,,1983,Physical Therapy,,,,Physical Therapist,,,Worcester,MA
10049204,,58,Female,,1983,Physical Therapy,,,,Physical Therapist,,,Woburn,MA
10050367,,58,Female,,1983,Physical Therapy,,,,Physical Therapist,,,Attleboro,MA
10050580,,57,Female,,1983,Physical Therapy,,,,Physical Therapist,,,Guilford,CT
10051338,,57,Female,White,1983,Physical Therapy,,,,Physical Therapist,,,Raleigh,NC
10051588,,58,Female,,1983,Physical Therapy,,,,Physical Therapist,,,Arlington,MA
10018692,,56,Female,,1984,Physical Therapy,,,,Physical Therapist,,,Manchester,NH
10049063,,57,Female,White,1984,Physical Therapy,,,,Physical Therapist,,,Wilmington,MA
10049600,,57,Female,,1984,Physical Therapy,,,,Physical Therapist,,,East Derry,NH
10050360,,56,Female,,1984,Physical Therapy,,,,Physical Therapist,,,Marietta,GA
10050568,,57,Female,,1984,Physical Therapy,,,,Physical Therapist,,,Beverly,MA
10053056,,57,Female,,1984,Physical Therapy,,,,Physical Therapist,,,Wayland,MA
10054345,,55,Female,,1984,Physical Therapy,,,,Physical Therapist,,,Rhinebeck,NY
101443,,57,Female,White,1985,Management,,,,Physical Therapist,,,Hanover,NH
10008183,,55,Female,,1985,Physical Therapy,,,,Physical Therapist,,,North Andover,MA
10042169,,56,Female,,1985,Physical Therapy,,,,Physical Therapist,,,Waterville,ME
10047094,,55,Female,,1985,Physical Therapy,,,,Physical Therapist,,,Mooresville,NC
10048052,,55,Female,,1985,Physical Therapy,,,,Physical Therapist,,,Newfields,NH
10049001,,56,Female,,1985,Physical Therapy,,,,Physical Therapist,,,South Easton,MA
10049349,,55,Female,White,1985,Physical Therapy,,,,Physical Therapist,,,Danvers,MA
10049438,,55,Female,White,1985,Physical Therapy,,,,Physical Therapist,,,Auburn,MA
10049776,,56,Female,,1985,Physical Therapy,,,,Physical Therapist,,,Medfield,MA
10051820,,55,Female,,1985,Physical Therapy,,,,Physical Therapist,,,Plainville,CT
10052231,,55,Female,White,1985,Biology,,,,Physical Therapist,,,Harpers Ferry,WV
10052921,,57,Female,,1985,Physical Therapy,,,,Physical Therapist,,,Ballston Lake,NY
10053609,,56,Female,,1985,Physical Therapy,,,,Physical Therapist,,,East Islip,NY
10055986,,55,Female,Black or African American,1985,Physical Therapy,,,,Physical Therapist,,,Silver Spring,MD
10020224,,54,Female,White,1986,Physical Therapy,,,,Physical Therapist,,,Hampton,VA
10037227,,55,Female,,1986,Physical Therapy,,,,Physical Therapist,,,Scarborough,ME
10046519,,54,Female,,1986,Physical Therapy,,,,Physical Therapist,,,Rye,NH
10047320,,55,Female,,1986,Physical Therapy,,,,Physical Therapist,,,Beverly,MA
10047710,,54,Female,,1986,Physical Therapy,,,,Physical Therapist,,,Falmouth,MA
10048836,,55,Female,,1986,Physical Therapy,,,,Physical Therapist,,,Harborcreek,PA
10049233,,54,Female,,1986,Physical Therapy,,,,Physical Therapist,,,Tewksbury,MA
10049647,,54,Female,,1986,Physical Therapy,,,,Physical Therapist,,,Reading,MA
10050779,,54,Female,Black or African American,1986,Physical Therapy,,,,Physical Therapist,,,Haverhill,MA
10050827,,54,Female,,1986,Physical Therapy,,,,Physical Therapist,,,Stuart,FL
10051058,,54,Female,,1986,Physical Therapy,,,,Physical Therapist,,,Beverly,MA
10053995,,56,Female,,1986,Physical Therapy,,,,Physical Therapist,,,Parsippany,NJ
108041,,,Female,,1987,Physical Therapy,,,,Physical Therapist,,,S Portland,ME
109085,,83,Female,,1987,Physical Therapy,,,,Physical Therapist,,,Boston,MA
110100,,57,Female,,1987,Physical Therapy,,,,Physical Therapist,,,Eugene,OR
10046770,,54,Female,,1987,Physical Therapy,,,,Physical Therapist,,,Lexington,MA
10047205,,53,Female,,1987,Physical Therapy,,,,Physical Therapist,,,Franklin,MA
10047717,,54,Female,,1987,Physical Therapy,,,,Physical Therapist,,,Wakefield,MA
10051244,,,Female,,1987,Physical Therapy,,,,Physical Therapist,,,Braintree,MA
10051957,,53,Female,,1987,Physical Therapy,,,,Physical Therapist,,,Glastonbury,CT
10053099,,55,Female,,1987,Physical Therapy,,,,Physical Therapist,,,Saugerties,NY
10054191,,54,Female,,1987,Physical Therapy,,,,Physical Therapist,,,East Brunswick,NJ
99881,,56,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Westfield,MA
102377,,62,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Princeton,MA
109618,,57,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Roxbury,MA
111798,,59,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Beverly,MA
10048470,,53,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Taunton,MA
10049429,,52,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Chelmsford,MA
10049818,,53,Female,,1988,OPEN Program,,,,Physical Therapist,,,Boca Raton,FL
10050685,,54,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Attleboro,MA
10050732,,52,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Portland,OR
10051707,,52,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Portland,OR
10052311,,52,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,New Milford,CT
10053470,,53,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Swampscott,MA
10054326,,52,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Saline,MI
10054667,,53,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Silver Spring,MD
10054844,,52,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Pepperell,MA
10054872,,52,Female,White,1988,Physical Therapy,,,,Physical Therapist,,,Williamsburg,VA
7932,,51,Female,White,1989,Physical Therapy,,,,Physical Therapist,,,New Castle,PA
10036,,51,Female,White,1989,Physical Therapy,,,,Physical Therapist,,,Merrimack,NH
103261,,57,Female,Black or African American,1989,Physical Therapy,,,,Physical Therapist,,,Milton,MA
112257,,55,Female,White,1989,Physical Therapy,,,,Physical Therapist,,,Brewster,MA
132210,,53,Female,White,1989,Physical Therapy,,,,Physical Therapist,,,Randolph,NJ
132216,,55,Female,White,1989,Physical Therapy,,,,Physical Therapist,,,Wellesley Hills,MA
10020456,,51,Female,White,1989,Physical Therapy,,,,Physical Therapist,,,Stewartsville,NJ
10042533,,52,Female,White,1989,Physical Therapy,,,,Physical Therapist,,,Freeport,ME
10049427,,51,Female,White,1989,Physical Therapy,,,,Physical Therapist,,,Arlington,MA
10049804,,51,Female,White,1989,Physical Therapy,,,,Physical Therapist,,,Natick,MA
10052657,,51,Female,White,1989,Physical Therapy,,,,Physical Therapist,,,West Newton,MA
10054027,,51,Female,White,1989,Physical Therapy,,,,Physical Therapist,,,Maywood,NJ
23229,,51,Female,White,1990,Physical Therapy,,,,Physical Therapist,,,Stowe,VT
111587,,51,Female,White,1990,Physical Therapy,,,,Physical Therapist,,,Kennebunk,ME
10049766,,50,Female,White,1990,Physical Therapy,,,,Physical Therapist,,,Andover,MA
10050926,,51,Female,White,1990,Physical Therapy,,,,Physical Therapist,,,Wailuku,HI
10052085,,50,Female,White,1990,Physical Therapy,,,,Physical Therapist,,,South Windsor,CT
5951,,49,Female,White,1991,Physical Therapy,,,,Physical Therapist,,,Old Orchard Beach,ME
6064,,51,Female,White,1991,Physical Therapy,,,,Physical Therapist,,,Rockport,MA
9973,,49,Female,White,1991,Physical Therapy,,,,Physical Therapist,,,Bradford,MA
13979,,49,Female,White,1991,Health Science and Physical Therapy,,,,Physical Therapist,,,Hendersonville,TN
15188,,50,Female,White,1991,Physical Therapy,,,,Physical Therapist,,,Vassalboro,ME
17001,,50,Female,White,1991,Physical Therapy,,,,Physical Therapist,,,Natick,MA
17488,,50,Female,White,1991,Physical Therapy,,,,Physical Therapist,,,North Reading,MA
113277,,50,Female,White,1991,Physical Therapy,,,,Physical Therapist,,,Waterville,ME
122414,,50,Female,White,1991,Physical Therapy,,,,Physical Therapist,,,Chelmsford,MA
111992,,49,Female,White,1992,Physical Therapy,,,,Physical Therapist,,,Cumberland Foreside,ME
112319,,48,Female,White,1992,Physical Therapy,,,,Physical Therapist,,,Wyckoff,NJ
118876,,49,Female,White,1992,Economics,,,,Physical Therapist,,,New York,NY
174315,,49,Female,White,1992,Physical Therapy,,,,Physical Therapist,,,Merced,CA
122360,,47,Female,White,1993,Physical Therapy,,,,Physical Therapist,,,Holliston,MA
131750,,48,Female,White,1993,Physical Therapy,,,,Physical Therapist,,,Cumberland,RI
